"Rhoto.Ac.1"	"Rhoto.Ac.2"	"Rhoto.Ac.3"	"Rhoto.Glc.1"	"Rhoto.Glc.2"	"Rhoto.Glc.3"	"Rhoto.So.1"	"Rhoto.So.2"	"Rhoto.So.3"	"Rhoto.Xyl.1"	"Rhoto.Xyl.2"	"Rhoto.Xyl.3"	"Rhoto.YP.1"	"Rhoto.YP.2"	"Rhoto.YP.3"
"mRNA_27"	8.81151002328426	8.75733428465335	8.79455814970017	9.5854403001631	9.51996041950299	9.75727090071387	7.01909776417631	7.34989232017481	6.99901957520166	8.3151787760653	8.59016639461914	8.71560411807994	7.36349853230479	7.81950106514022	6.54949100623873
"mRNA_28"	2.15519282962431	2.47043590785704	1.97246990696671	-0.379447833079656	-0.867525182366579	-1.41240120462668	1.19627695318442	1.23163669953948	0.702346566269278	1.15470488145077	1.48090980242724	0.662501956560701	1.67090578317695	1.87310243277649	0.105337463906155
"mRNA_29"	3.70271121420744	3.11064727221079	3.31502232847692	4.71046807950412	3.89867312719886	4.57296914811565	4.62510228598131	4.7821476354736	5.21719649937562	1.77790505700208	1.65450272881184	1.73214196110486	4.30076267306475	4.21361871071471	4.94490871264531
"mRNA_30"	5.01208794011581	5.10306860145003	4.92413961132192	6.41301926095104	5.88250872051398	6.36800959042203	5.42882191944961	5.65775600618835	6.01363899307727	4.8424752176988	4.80675497030216	4.56470808029425	5.13397914008036	4.88315647076378	4.54128707802683
"mRNA_31"	7.07534135888432	6.90434758386089	6.77362486371645	7.08658957519352	7.15499406048417	7.03245244277746	7.24004104451319	7.36113354609195	6.89342166849291	6.89660322291312	6.98128056512212	6.72098950487462	7.76777316255395	7.56399694631042	7.04835180921229
"mRNA_32"	5.81648173604353	5.46085690443095	5.44983289457168	4.91618420987222	4.87833929117362	4.92368352245395	5.64978673283346	5.67387284758915	5.27070448559869	5.13032169463432	5.05926235539981	4.93297357348323	5.78298814926509	5.22679013149459	5.79407169785039
"mRNA_33"	6.22298115908793	5.78069818827317	6.09821184266582	6.06686650718414	6.065260046287	5.96720260275304	6.07585720871412	5.98448742508546	5.9456679381088	5.91758207303749	6.17052136482516	6.02643928831473	5.65311726580006	5.70395595107754	5.64443415309186
"mRNA_34"	5.08671949211119	5.11116704415519	5.41531515728815	5.91815165865565	5.99313861159534	6.16453235139095	5.26302805836603	5.23195839837272	5.45801152202782	5.39788368503527	5.56692765858511	5.54631189025584	5.06188005755486	5.24827700662963	5.21751743007894
"mRNA_35"	-0.463023686916339	-0.716627091238578	-0.00494302070424501	0.640691829692386	0.340758375467137	0.540520887837084	-0.260367328305346	0.512717788169471	0.256604054390048	0.243525881632445	0.447471954289347	-0.737695797110849	0.49221184698002	0.090063237919981	-0.014021105233996
"mRNA_36"	2.90258444573369	3.75216593190868	3.71571749599146	5.95820348634764	5.77821912331419	6.08488224014685	3.58828874803942	3.41179319081448	4.17485498698774	5.98853974698794	5.86073154050287	6.24501762862554	3.45321112229059	3.3695687886635	3.31602654115976
"mRNA_37"	5.30470534602438	5.05349941216184	5.47239427816125	5.41881740314231	5.75223617933175	5.81359446136416	5.75388409464346	5.47207633778355	5.66739330500703	5.93659612596559	5.78244389411861	5.86172081490208	6.01511448346431	5.86039320572878	6.25576649690921
"mRNA_38"	0.0395606165471313	-0.31833896776447	-0.616766587420595	1.80922546353735	-0.193300532257751	0.614997694640508	-0.017122597360513	0.832846130924553	1.34833545905357	0.868231755999659	1.58755066705649	1.27184602528193	0.49221184698002	-0.637124209345725	-1.70374804221367
"mRNA_39"	0.174508188054858	1.10856630978035	0.327591014619391	3.91224124474804	3.03361118383528	3.18320658671384	1.37747270114804	2.16191833989737	2.13232910819017	3.2515562111972	3.35258320608785	2.88868926497357	0.849286474196446	0.931504366199098	0.883233271528622
"mRNA_40"	0.615129071094756	1.92631973381659	1.34857181501627	1.30510260263271	1.03566704357334	1.38425278820715	0.608661557261382	0.279838688752628	0.496622134818081	1.20575562610592	1.05481224192584	1.07874800302661	0.739795999643662	0.182252534101869	0.587685685034281
"mRNA_41"	8.51430256364102	8.44371037533819	8.5089986457019	7.56496628492737	7.52855557560581	7.51815211428954	7.3314625883578	7.17267041204601	7.41099011741967	7.57864003673382	7.61167706326113	7.7916630623874	7.17721392379089	7.33338408750071	7.11476359663087
"mRNA_42"	7.21400105261491	7.51765539689135	7.0136590951771	7.43516111375706	7.84850323808174	7.93093251661961	6.64439023021919	7.00204746116507	6.80551177120866	6.7761623138916	6.80830657147145	6.73744319358869	7.12305298522205	7.23322690892457	6.54949100623873
"mRNA_43"	5.40762160762702	5.37938052407923	5.28755234236662	5.76850678126254	5.6320016671526	5.79168599904384	5.42882191944961	5.50623127305217	5.43475901079262	5.3160287849837	5.11381262069281	5.22900488095816	4.91535310632785	5.22679013149459	5.24377320224449
"mRNA_44"	4.80404089414405	4.37363720252277	4.93636339159421	5.22840968218146	5.1438311534951	5.27039599114786	7.33352123851246	7.10593172943393	6.80620886054437	4.81807476623632	4.7543017354196	5.11399542418952	6.91999084557444	7.29518424007754	6.73907502824051
"mRNA_45"	5.47781542812464	5.0065145169855	5.33449140146255	3.63709055377461	4.16864664891354	3.77681105978843	5.03577429752881	5.17364578069192	5.28677704265538	5.15974792444996	5.02804100577958	5.14516107876246	4.88674401426028	5.03304469725899	5.37725189268274
"mRNA_46"	8.27900895799818	8.73228455328699	8.61957335225668	5.1266403949439	5.37253179571427	4.94549474041347	8.19512559684281	8.06293033916174	8.20464351313255	6.4625918629843	6.94830520428173	6.87950087719111	7.39431231011293	7.42467989274106	8.28340671470064
"mRNA_47"	-1.63330558535478	-0.716627091238578	-1.34448586394775	-0.269638264257234	0.729654316026879	-0.720564807686982	-1.14701216378958	-1.20341493178745	0.0461153154659804	1.20575562610592	1.2405997857988	1.27184602528193	2.42134425646426	2.17186067817899	4.86258633208983
"mRNA_48"	1.16166005853236	0.362529778187902	0.95888995300745	3.17583673356034	3.01041491330811	3.26643324243371	2.89295601819017	2.76861499161805	3.04904181555224	2.98551325641022	2.97438637128259	2.82852428849548	4.6650820862065	3.74697608111312	6.11173200606625
"mRNA_49"	6.48724824258963	5.97515395917198	6.10364182213612	5.64423979423201	5.95871200757972	5.67250390886382	5.99145417355624	6.03994441204942	5.72160811835087	5.71223881411358	5.69370638578947	5.34896631609814	8.23309218822654	7.09479062533403	9.81680739807729
"mRNA_50"	4.37014176631494	4.56856072610279	4.22107110557373	4.16783410631713	4.95930711151774	4.64138307370005	5.18003891287788	5.29062069863373	5.26260055750161	4.52332988533363	4.50047476795916	3.98188739886553	9.16831117856461	7.67228256244352	11.061909271172
"mRNA_51"	5.06950328337106	6.01885610252686	5.97919006295774	6.22531284268796	6.55454366469579	6.93497010461125	6.9302960862867	6.78365564813315	7.66574432982132	5.68551169867529	5.73296025628302	6.19377132611802	6.10479013236813	6.78598945094769	6.41153930938751
"mRNA_52"	0.707059907077573	0.249677414160753	0.677499170881451	-0.498309165024368	0.548270814633624	-0.254919752966029	-0.017122597360513	0.100674895464939	0.702346566269278	0.868231755999659	-0.789687153076268	0.914814310375892	1.04610658718261	0.42799850026345	0.883233271528622
"mRNA_53"	5.91374552538249	5.72373791785085	5.58796339579273	4.89570535442173	5.15445110421308	5.06654632051801	5.59820757971664	5.80953107596499	5.25649259740164	5.34762633610496	5.30827659917815	5.05614230701036	6.1294202446241	5.72709650493965	6.20321509333809
"mRNA_54"	3.20020424605582	3.17387080499711	3.56641521133929	4.16783410631713	4.61939464455036	4.09569383316876	4.21883787591731	4.05905531293824	4.22576416494161	4.5630264414953	4.78450811676703	4.7176652610282	4.75576410544803	4.77257960012232	4.26826192478761
"mRNA_55"	4.80923608319787	5.10712350528282	4.81362314466016	5.32784482842984	5.22919309626129	5.1282405208105	5.60731136385526	5.66785011156312	5.36455886895027	5.64446905961089	5.54283121803696	5.28324472266661	5.88133132298241	5.63426185631186	5.70238208806717
"mRNA_56"	7.65158148550752	7.7078908085984	7.33931789276584	7.87511413627407	8.0400036787325	8.00809858892379	7.12272688582014	7.37043478559229	6.9663361441959	7.18756333753428	7.19243963703089	7.1568377252472	7.10177457503019	7.23927551796912	6.70404493017028
"mRNA_57"	7.83022150085012	8.42068035856184	7.81195933507782	7.74827998718668	7.623819428578	7.78382470156361	7.29741535636966	7.41306486273494	7.37432438477207	6.85022818167977	7.0812452037323	7.16674308789826	7.39035486349889	7.23659037756651	7.33377413485901
"mRNA_58"	7.70551502337268	7.6472240667682	7.73649072262542	6.98984654033146	7.11273426931958	6.61482973096175	8.56844116051634	8.49893379001801	8.30077186436081	6.59055162128964	6.67154750274451	6.76879791250855	9.30176658457296	9.08931985051948	10.06936033395
"mRNA_59"	-0.678798424236244	-0.00655463936353691	-1.70048752527586	0.396042823022156	-0.0894118942490863	-0.254919752966029	0.0906703353755235	0.889152574962887	-0.292938059986659	-0.0842047837098519	-1.1985609277843	-1.42344686034524	0.999361203253841	0.701606525593762	1.75788577789603
"mRNA_60"	-0.678798424236244	0.564770931431069	0.825044205943057	-0.269638264257234	-1.05055329146968	-0.394077578207055	-0.725265307190461	-0.795783258174707	0.550868164969583	0.930258116697936	0.201017601332143	0.794166968915811	1.13528505489738	0.701606525593762	-0.445999516877278
"mRNA_61"	4.72927273139653	4.79154922057475	4.93230029515884	3.5042636539389	3.32438714917333	3.31192086061529	4.91265983514892	4.70582209267786	4.70689880629229	4.08592147694996	4.21460737084302	4.23460802398463	4.94340588517667	4.86935577536564	5.31360582305633
"mRNA_62"	1.8671258818763	1.55100386874953	2.03443351842927	1.80922546353735	2.02660973517983	1.65524789984948	2.12478514895016	2.27189042113232	2.83619580685046	2.54474745688612	1.94932791755586	2.08055892767242	2.14893711093717	2.40016939811088	3.08866364533398
"mRNA_63"	5.73965384452521	5.60259155665638	5.43841849974788	3.5348555689094	3.95443210262475	3.33413790749283	5.10810660550612	5.05867037934723	5.2192916175295	5.97388856384726	5.79548143691314	5.56256307653722	4.37129759365449	4.55706292039951	3.804652968815
"mRNA_64"	6.64810547083457	6.68317611154573	6.70978213427369	6.51819506082417	6.47416671053628	6.44020038672265	6.41217803720555	6.37790998395382	6.28867527924313	6.48342982437046	6.54932854069805	6.43731566038422	6.41858997607957	6.49160888184562	6.33880248187241
"mRNA_65"	6.56147581177273	6.74563499437348	6.68222317903972	6.83482271694569	6.78644182462689	6.93042008993564	6.65869199142876	6.51282578886542	6.59654842227577	6.15689220979428	6.35292511217027	6.51810312519874	6.62031571933578	6.6713655294428	6.58970922894387
"mRNA_66"	7.09992669190168	6.68588975482023	6.81393332782401	5.60152413950345	5.74698296049089	5.67250390886382	5.48423078083747	4.97983658684177	5.05774243268872	6.57121489630159	6.28191226624738	6.34503944213484	4.75927546289275	5.03304469725899	4.90021374046168
"mRNA_67"	7.35388864938095	7.26710136158864	7.29333039637795	7.93798271882454	7.61086485099992	7.4164000895663	7.30792357455935	7.23510069219641	7.00328142482513	8.26528888885481	8.23061675491587	8.07588419044593	7.53615316998736	7.57997288715072	6.30647075728387
"mRNA_68"	6.69095252442221	7.09811499828343	6.9223799266058	6.3733663618043	6.29499162044189	6.60000788363166	6.53175624068138	6.42984474369051	6.84132106244838	6.09053162863435	6.20163634748909	6.48072019879231	6.17351151378214	6.51173742467658	6.69455811510484
"mRNA_69"	6.93148455894907	6.73519284236665	6.60136643999357	6.19090892193949	6.08482434138883	5.92939469022219	6.48313062574932	6.62794754015311	6.25639207181329	6.39820885624417	6.33899942625805	6.20416724827448	6.77488787689859	6.59794849139089	6.8468474409257
"mRNA_70"	8.15237975254193	8.04293711612468	8.23738424518126	7.74583034282265	7.73545588905647	7.66451165545709	8.33390170732656	8.1651630236696	8.39112557913064	8.65732310870494	8.4431752871992	8.53149554031778	7.50981708136895	7.57944319624911	7.85134006950167
"mRNA_71"	3.98570919494493	3.46677440427606	4.00595797273418	4.64887008435525	4.65348522022612	4.37823762814118	2.50198818067452	3.24920763581544	3.27533487215848	3.76699294149712	3.86482338318916	3.70068879936767	3.07911243500349	3.17012140140914	3.29106449257653
"mRNA_72"	6.80846353973822	7.05468478037072	6.45469498778214	6.15443367023764	6.25360872278289	6.24588549764004	5.97044087943185	6.15205472565946	5.87566441686606	6.07001326867098	6.04357363721201	5.84663228658994	6.3386965770826	5.91850846626508	6.12238457055866
"mRNA_73"	5.34461159228469	4.61486234639966	5.08284884963285	5.76205640929886	6.44201960043218	6.9009551771379	3.70313616178638	4.57032585297443	5.36455886895027	4.54826793689351	5.02804100577958	5.06268619398458	5.57158359821996	6.08150070262855	3.58606810267962
"mRNA_74"	5.35175015274339	5.71313547881136	6.13048932739761	6.01897819878379	5.98869450036274	5.98837043807822	6.42639329474917	6.1833531568488	6.91878297411373	5.26879692852673	5.52281212804905	5.98913767119618	5.79158725873435	6.28622386042609	6.39406236838779
"mRNA_75"	4.88007019539013	4.32572329402961	4.3606484661844	3.46508834008864	4.08784540686178	3.80094027050033	4.03540395573785	4.20483216168713	3.88400290679914	4.57278223037485	4.50954538241587	4.37267527525282	3.94761496174296	4.00855741805813	3.5123882690984
"mRNA_76"	5.60274843942579	5.28230718923916	5.52999202167424	5.84831662722525	5.85997603390413	5.73228007775882	5.1616169744378	5.11287657001073	5.19181484832624	5.50366890361746	5.53840647607695	5.80430623713733	4.55625504032412	4.8091838274777	4.41411650483469
"mRNA_77"	4.24537675878593	4.53884896987157	3.98257163863526	3.80337289428408	4.00811599128124	3.9158803046236	4.09486676584372	4.53987209808676	4.24234235490772	4.4405015924604	4.29024214011754	3.8443354268508	4.30076267306475	4.39312742885088	4.15523086743425
"mRNA_78"	7.26876803040731	8.03391291199037	6.87765203269449	7.27562893032349	6.86127886282121	6.85175285211506	6.70501248640461	6.84543808157775	6.62211039917641	7.39011862891979	7.1106028829457	6.7506750068944	7.03309102006377	6.53923587445875	6.91480840646972
"mRNA_79"	4.51071089447287	4.86522462329086	4.82243155900297	4.97871667121688	4.66467205354252	5.09609897727128	5.53042896419253	5.83483818576011	6.3290096638605	4.21612122162544	4.41616592168504	4.65408702750115	4.45162532332388	4.77628209935681	4.00981695622102
"mRNA_80"	-0.93261877527454	-0.154040584678465	0.513127439758174	1.50374945707266	0.785378946502629	1.25047249475985	1.46019457446564	1.43445099191439	1.79294464560869	0.0335069543407745	0.10852974666607	-0.0323549537962328	0.558203674771284	0.501416778205404	1.4322541955115
"mRNA_81"	6.98870022925132	7.48218932874816	7.02133010032503	6.73131052410311	6.8917471657729	6.71980921140849	7.32457912759441	7.6185452297665	7.20493390436756	6.56511863018715	6.72119423545737	6.65539778819023	7.36868008300936	7.3644623886842	7.19264471587895
"mRNA_82"	7.17529393503846	7.09811499828343	6.99624873360797	6.59913361182472	6.32937437929205	6.54630373445895	5.62534838197189	6.01327429971362	6.11163682681386	5.9460099970488	6.08360385140642	5.84852700515059	6.98066027712844	6.66937581706811	7.82549614881782
"mRNA_83"	3.06775178330285	3.23443961107934	3.74380950957675	5.36023502953275	4.89743155276528	5.00209556331861	4.21883787591731	4.00911398167288	4.25465216547974	3.50695187154272	4.05029023313458	4.23460802398463	4.50697865480693	4.45911125451178	4.69667657024352
"mRNA_84"	5.35175015274339	5.04506973370075	4.83988867109207	3.7844018142996	4.06551160991378	4.00858669023961	4.41823085368539	4.54426219063292	4.24645730653757	4.39173216765407	4.47754554611602	4.19345756725301	4.50697865480693	4.28292713178576	4.16899754260569
"mRNA_85"	4.41853602199523	4.46494016179677	4.24747391026097	3.6856136588754	4.02557569780816	3.78489905337378	4.48395939387784	4.36726556830431	4.54594166858744	5.0417772781467	4.78450811676703	4.66702879777369	4.90587963908543	4.51779216066013	5.36832970591677
"mRNA_86"	0.174508188054858	-0.154040584678465	0.225033020063412	0.101260842763035	-0.559169460613447	0.196941443083361	-1.74548771804535	-0.342439356379981	-0.113473928306588	-0.212380932705832	1.1035498348482	1.12949904045613	-0.418408033810306	-0.352053990382979	0.503263665401332
"mRNA_87"	5.72598405365032	5.91628711725187	6.04087178433492	4.09784596582008	5.20385502076299	5.11867302154765	4.23654783290933	4.74066911268708	4.91510118726077	4.90944955662359	5.15774668108286	5.52514485946389	5.64174793707084	5.92018279750447	5.30115782663438
"mRNA_88"	4.99395191876757	5.05349941216184	4.80919868754758	5.5778473272944	5.80879329161363	6.099547621259	4.12052787945122	4.16547717417537	4.73645729499791	5.95536283877091	5.41832495828074	5.50125585925205	4.24675328110055	4.15225487510164	4.16213062573094
"mRNA_89"	3.29212812648187	3.94572938137367	4.0213408734509	5.55190702357653	7.12087976852157	7.04007512291627	1.99206702922746	1.96641511214343	2.8897944943152	6.46521312746967	6.21832949695857	6.68432916684803	4.90587963908543	5.48161361518387	3.46853196660508
"mRNA_90"	5.70662610008049	5.12323010364687	5.44698775116883	4.80448915209827	4.56868546773447	4.52065315217999	5.61635806077505	5.57864168562381	5.36266457007872	5.23232975770095	5.00897864472632	4.81001517741461	5.78298814926509	5.54592590123202	6.26861060343945
"mRNA_91"	6.6247225096551	6.01238457995991	6.00650086622742	4.59181721679149	5.01863767544258	4.77325676466069	5.61410169933348	5.72697509969817	5.24007713890057	5.45174566121753	5.21154213157033	5.19068245591864	5.71770990839045	5.21046232305314	5.87609035138561
"mRNA_92"	7.85241043322509	8.26923333752799	8.17771115831532	7.36080424398158	7.29775287538936	6.80876799423839	8.95687641909947	9.00774586025311	8.80458837456701	8.22988834490743	8.37811809475501	8.56155016099085	7.98540330813367	8.28801976441332	7.64641486681805
"mRNA_93"	3.70271121420744	3.32077639517365	3.61791863697728	4.96474087245022	5.49038738183661	4.9200160436514	5.85861772583938	5.90479010252583	5.71716722461022	6.09561594424948	6.05600934552683	5.83712118752535	4.98298718111047	5.28512578771272	4.74343125407845
"mRNA_94"	5.43140104674774	5.83549471983414	6.16206044127856	0.988882375158096	0.413296628071698	0.938734013592462	9.33066054589364	8.76887208847707	9.44492463426939	6.63895040747894	6.08056373054916	6.61700934344074	7.84787600519529	8.49906014788183	8.7231886787968
"mRNA_95"	6.94452784992115	7.15111745483709	7.08127257814663	7.78094942281429	7.26198514570148	7.46628822963859	7.58636063617815	7.52890553034723	7.39810101091502	6.64474314771095	6.77296068204519	6.90794411440624	7.3948767744949	7.31249944651415	7.74621319224305
"mRNA_96"	7.83659609565447	7.93985500763452	7.58491301498686	7.30919912903815	7.20693270134772	7.02478927311999	7.34172658842649	7.67067571691398	7.20069861949192	7.49453085085179	7.35851814916239	7.1274874245918	7.98727603088395	7.73925777827487	7.57647428156745
"mRNA_97"	1.74231429613026	2.22387906601012	2.62370557922231	4.55124220771625	4.47435619081751	4.87526331393322	1.99206702922746	2.16191833989737	3.14032516035186	5.08672867388943	4.72344935932974	4.95424585741758	2.01435504510378	1.92739182517896	2.1675025315973
"mRNA_98"	0.875018485760332	0.900027195489285	0.95888995300745	4.53620007236304	4.47858829983077	4.53989736619706	1.78300534442823	1.64530759896738	2.40688484199291	4.98445781518984	4.92672417823768	4.72593453943438	2.61981652501352	2.21614944649237	2.90343678890256
"mRNA_99"	1.90644033202954	2.47043590785704	3.05590982471627	5.60693327524385	5.53780173735605	6.02126365079781	3.60656365767233	3.06594445497135	3.83018454733768	5.27777149088044	5.21985573716035	5.62137089906965	2.93751835650294	3.3196969293121	3.45735636825641
"mRNA_100"	7.43846269665825	7.12635873841653	7.33162585183006	7.47416004992991	7.21456470397598	7.22309249394836	6.57183727687203	6.53725764750658	6.42562558938429	7.86630088432319	7.74773894538699	7.70281252205968	6.36082306484133	6.4551163432676	6.14345659529848
"mRNA_101"	6.61881706897428	6.41040953176545	6.67373009734475	7.12354057865385	6.67652934516879	6.62950084998586	6.5868728332498	6.46036357294156	6.60378362408722	6.8320651334603	6.92730617841058	6.8822780868873	6.55211457795081	6.52939670460096	6.70640691853867
"mRNA_102"	5.13303135135263	5.11519928159586	4.88683428332947	4.88387129792428	5.16499345038161	5.46919354323751	5.13982312144287	4.96353939504188	4.98572455895113	4.12622979177069	4.08711068992695	4.0427325926643	5.85367598431175	5.59076987249225	6.43736405093589
"mRNA_103"	4.09183847297307	4.21735674650218	3.57686403878228	3.52726818987043	3.69551575693672	3.46070152951976	3.3378708346059	3.17187750755082	3.45676116760227	4.50815748128929	4.60149463717718	4.29143007933801	3.87826113114475	3.80612496810492	2.93600687160993
"mRNA_104"	0.615129071094756	1.29073340540002	0.95888995300745	1.90601468727645	0.839030998516175	1.20297264427019	2.379808437871	2.13888097067382	1.8589345279573	0.735555765859515	0.78286833037834	0.439303274287682	2.60428106300627	1.92739182517896	3.014353462783
"mRNA_105"	5.09099163359957	4.53884896987157	5.2158221954839	5.08331636913007	5.19873356304262	5.08631520078068	5.03239870354822	4.83327024432356	4.81336630238654	4.9917485332553	4.94020412911561	5.03965153956615	5.52076960199112	5.37332913818237	5.53971446173207
"mRNA_106"	5.36239219824898	5.96178093249989	5.64617784535518	6.14082492520568	5.84857632926966	6.28490402890874	5.35777644936766	5.34195611676499	6.06230317232603	5.19175486193506	5.14325014458679	5.3082424783793	5.61486579511737	5.58866575868464	5.73745209783857
